Sigla ICAO Empresa Aérea;Empresa Aérea;Número Voo;Código DI;Código Tipo Linha;Modelo Equipamento;Número de Assentos;Sigla ICAO Aeroporto Origem;Descrição Aeroporto Origem;Partida Prevista;Partida Real;Sigla ICAO Aeroporto Destino;Descrição Aeroporto Destino;Chegada Prevista;Chegada Real;Situação Voo;Justificativa;Referência;Situação Partida;Situação Chegada
QTR;QATAR AIRWAYS GROUP;8133;2;I;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;25/01/2024 07:15;;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;25/01/2024 15:00;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8133;2;X;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;;25/01/2024 23:45;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;;26/01/2024 03:18;REALIZADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8133;2;I;B77L;0;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;25/01/2024 16:30;;OMAA;AB DHABI INTERNATIONAL - AB DHABI INTERNATIONAL - EMIRADOS ÁRABES UNIDOS;26/01/2024 01:35;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8133;2;X;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;;25/01/2024 09:12;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;;25/01/2024 21:22;REALIZADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8133;2;I;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;25/01/2024 03:20;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;25/01/2024 04:45;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;25/01/2024 23:35;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 03:25;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;25/01/2024 07:30;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;25/01/2024 09:30;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;25/01/2024 21:35;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;25/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;26/01/2024 02:20;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;25/01/2024 10:45;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;25/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;25/01/2024 14:35;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;26/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 10:25;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;26/01/2024 07:15;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;26/01/2024 13:20;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;25/01/2024 12:25;25/01/2024 12:19;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 00:25;26/01/2024 00:23;REALIZADO;;2024-01-25;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 02:25;26/01/2024 02:22;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;26/01/2024 05:15;26/01/2024 05:54;REALIZADO;;2024-01-25;Antecipado;Atraso 30-60
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 03:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;25/01/2024 10:25;;CANCELADO;;2024-01-25;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 01:35;26/01/2024 04:39;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 17:10;26/01/2024 19:52;REALIZADO;;2024-01-26;Atraso 120-240;Atraso 120-240
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 01:20;26/01/2024 01:18;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 15:45;26/01/2024 15:28;REALIZADO;;2024-01-26;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 19:25;26/01/2024 19:47;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 11:00;27/01/2024 11:02;REALIZADO;;2024-01-26;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 20:05;26/01/2024 20:19;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 10:30;27/01/2024 10:44;REALIZADO;;2024-01-26;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8134;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;26/01/2024 16:10;;EBBR;BRUSSELS AIRPORT - BRUSSELS/ZAVENTEM - BÉLGICA;27/01/2024 02:15;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8134;0;G;B77L;0;EBBR;BRUSSELS AIRPORT - BRUSSELS/ZAVENTEM - BÉLGICA;27/01/2024 04:15;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 10:25;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8134;0;G;B77L;0;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 05:20;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;26/01/2024 10:40;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8134;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;26/01/2024 12:40;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;26/01/2024 14:30;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;26/01/2024 09:30;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;26/01/2024 21:35;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;26/01/2024 23:35;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 03:25;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;26/01/2024 07:30;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;26/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;27/01/2024 02:20;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;26/01/2024 10:45;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;27/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 10:25;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;26/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;26/01/2024 14:35;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8158;0;G;B77L;0;EHAM;AMSTERDAM AIRPORT SCHIPHOL - HAARLEMMERMEER, NEAR AMSTERDAM - HOLANDA;27/01/2024 07:00;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 13:10;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8158;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;26/01/2024 15:15;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;26/01/2024 17:05;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;8158;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;26/01/2024 18:50;;EHAM;AMSTERDAM AIRPORT SCHIPHOL - HAARLEMMERMEER, NEAR AMSTERDAM - HOLANDA;27/01/2024 05:00;;CANCELADO;;2024-01-26;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 01:35;27/01/2024 02:07;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 17:10;27/01/2024 17:20;REALIZADO;;2024-01-27;Atraso 30-60;Pontual
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 01:20;27/01/2024 01:15;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 15:45;27/01/2024 15:40;REALIZADO;;2024-01-27;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 19:25;27/01/2024 19:39;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 11:00;28/01/2024 11:26;REALIZADO;;2024-01-27;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 20:05;27/01/2024 22:03;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 10:30;28/01/2024 12:28;REALIZADO;;2024-01-27;Atraso 60-120;Atraso 60-120
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 19:35;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;28/01/2024 02:15;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SKBO;EL DORADO INTERNATIONAL AIRPORT - BOGOTÁ - COLÔMBIA;29/01/2024 07:25;;KDFW;DALLAS-FORT WORTH INTERNATIONAL AIRPORT - DALLAS & FORT WORTH, TEXAS - ESTADOS UNIDOS DA AMÉRICA;29/01/2024 12:55;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;28/01/2024 04:15;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;28/01/2024 16:20;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;28/01/2024 18:10;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 22:00;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 23:55;;SKBO;EL DORADO INTERNATIONAL AIRPORT - BOGOTÁ - COLÔMBIA;29/01/2024 05:25;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;27/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;27/01/2024 14:35;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;28/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 10:25;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;27/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;28/01/2024 02:20;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;27/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;27/01/2024 10:45;;CANCELADO;;2024-01-27;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 01:35;28/01/2024 01:39;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 17:10;28/01/2024 16:50;REALIZADO;;2024-01-28;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 01:20;28/01/2024 01:17;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 15:45;28/01/2024 15:46;REALIZADO;;2024-01-28;Antecipado;Pontual
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 19:25;28/01/2024 19:49;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;29/01/2024 11:00;29/01/2024 11:10;REALIZADO;;2024-01-28;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 20:05;28/01/2024 22:47;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 10:30;29/01/2024 13:21;REALIZADO;;2024-01-28;Atraso 120-240;Atraso 120-240
QTR;QATAR AIRWAYS GROUP;8034;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 22:10;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;29/01/2024 04:00;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8034;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 01:35;;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;28/01/2024 10:45;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8034;0;G;B77L;0;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;28/01/2024 12:15;;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 20:10;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;28/01/2024 07:30;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;28/01/2024 09:30;28/01/2024 04:41;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;28/01/2024 21:35;28/01/2024 17:03;REALIZADO;;2024-01-28;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;28/01/2024 23:35;28/01/2024 18:41;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 03:25;28/01/2024 22:24;REALIZADO;;2024-01-28;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;29/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 10:25;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;28/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;28/01/2024 14:35;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;28/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;28/01/2024 10:45;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;28/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;29/01/2024 02:20;;CANCELADO;;2024-01-28;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 01:35;29/01/2024 01:53;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;29/01/2024 17:10;29/01/2024 17:04;REALIZADO;;2024-01-29;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;29/01/2024 01:20;29/01/2024 01:19;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 15:45;29/01/2024 15:44;REALIZADO;;2024-01-29;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 19:25;29/01/2024 19:49;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 11:00;30/01/2024 11:09;REALIZADO;;2024-01-29;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;29/01/2024 20:05;29/01/2024 20:35;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;30/01/2024 10:30;30/01/2024 11:00;REALIZADO;;2024-01-29;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8035;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;29/01/2024 21:45;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;30/01/2024 03:50;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8035;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;29/01/2024 09:20;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;29/01/2024 19:35;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8035;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;29/01/2024 06:00;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;29/01/2024 07:50;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8098;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 08:25;;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;29/01/2024 17:35;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8098;0;G;B77L;0;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;29/01/2024 19:05;;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 03:00;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;29/01/2024 07:30;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;29/01/2024 09:30;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;29/01/2024 21:35;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;29/01/2024 23:35;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;30/01/2024 03:25;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;KDFW;DALLAS-FORT WORTH INTERNATIONAL AIRPORT - DALLAS & FORT WORTH, TEXAS - ESTADOS UNIDOS DA AMÉRICA;29/01/2024 15:00;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;30/01/2024 00:00;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;30/01/2024 02:00;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;30/01/2024 08:05;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;29/01/2024 03:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;29/01/2024 10:25;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;29/01/2024 12:25;29/01/2024 12:18;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 00:25;30/01/2024 00:23;REALIZADO;;2024-01-29;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 02:25;30/01/2024 02:39;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;30/01/2024 05:15;30/01/2024 05:18;REALIZADO;;2024-01-29;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;30/01/2024 07:15;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;30/01/2024 13:20;;CANCELADO;;2024-01-29;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;30/01/2024 01:35;30/01/2024 01:44;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 17:10;30/01/2024 17:05;REALIZADO;;2024-01-30;Pontual;Antecipado
